INFO: Scrapy 1.8.0 started (bot: scrapybot)
INFO: Versions: lxml 4.4.1.0, libxml2 2.9.9, cssselect 1.1.0, parsel 1.5.2, w3lib 1.21.0, Twisted 19.10.0, Python 3.7.4 (default, Aug  9 2019, 18:34:13) [MSC v.1915 64 bit (AMD64)], pyOpenSSL 19.0.0 (OpenSSL 1.1.1d  10 Sep 2019), cryptography 2.7, Platform Windows-10-10.0.18362-SP0
INFO: Scrapy 1.8.0 started (bot: scrapybot)
INFO: Versions: lxml 4.4.1.0, libxml2 2.9.9, cssselect 1.1.0, parsel 1.5.2, w3lib 1.21.0, Twisted 19.10.0, Python 3.7.4 (default, Aug  9 2019, 18:34:13) [MSC v.1915 64 bit (AMD64)], pyOpenSSL 19.0.0 (OpenSSL 1.1.1d  10 Sep 2019), cryptography 2.7, Platform Windows-10-10.0.18362-SP0
INFO: Overridden settings: {'USER_AGENT': 'Mozilla/4.0 (compatible;                               MSIE    7.0; Windows NT 5.1)'}
INFO: Telnet Password: 39f1fc8b2dd614f4
INFO: Enabled extensions:
['scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.logstats.LogStats']
DEBUG: loading 793 old ids
DEBUG: found old id 28659
DEBUG: found old id 288515
DEBUG: found old id 288918
DEBUG: found old id 289043
DEBUG: found old id 289054
DEBUG: found old id 290530
DEBUG: found old id 29371
DEBUG: found old id 295155
DEBUG: found old id 295283
DEBUG: found old id 300223
DEBUG: found old id 300964
DEBUG: found old id 301240
DEBUG: found old id 301241
DEBUG: found old id 301846
DEBUG: found old id 303609
DEBUG: found old id 304135
DEBUG: found old id 304441
DEBUG: found old id 306155
DEBUG: found old id 30619
DEBUG: found old id 306539
DEBUG: found old id 306574
DEBUG: found old id 307299
DEBUG: found old id 307726
DEBUG: found old id 308215
DEBUG: found old id 309348
DEBUG: found old id 309385
DEBUG: found old id 309528
DEBUG: found old id 310847
DEBUG: found old id 310848
DEBUG: found old id 311153
DEBUG: found old id 311580
DEBUG: found old id 311638
DEBUG: found old id 312591
DEBUG: found old id 312654
DEBUG: found old id 313053
DEBUG: found old id 314202
DEBUG: found old id 314203
DEBUG: found old id 314285
DEBUG: found old id 315941
DEBUG: found old id 316374
DEBUG: found old id 31664
DEBUG: found old id 316972
DEBUG: found old id 317144
DEBUG: found old id 317477
DEBUG: found old id 318149
DEBUG: found old id 318230
DEBUG: found old id 319173
DEBUG: found old id 319186
DEBUG: found old id 320693
DEBUG: found old id 320746
DEBUG: found old id 320875
DEBUG: found old id 321271
DEBUG: found old id 321625
DEBUG: found old id 321814
DEBUG: found old id 323106
DEBUG: found old id 323733
DEBUG: found old id 323766
DEBUG: found old id 324176
DEBUG: found old id 324481
DEBUG: found old id 325452
DEBUG: found old id 325527
DEBUG: found old id 325882
DEBUG: found old id 326796
DEBUG: found old id 326797
DEBUG: found old id 327043
DEBUG: found old id 327314
DEBUG: found old id 327315
DEBUG: found old id 327316
DEBUG: found old id 327561
DEBUG: found old id 327686
DEBUG: found old id 328106
DEBUG: found old id 328138
DEBUG: found old id 329186
DEBUG: found old id 329351
DEBUG: found old id 329528
DEBUG: found old id 330079
DEBUG: found old id 330468
DEBUG: found old id 330663
DEBUG: found old id 330774
DEBUG: found old id 331670
DEBUG: found old id 332168
DEBUG: found old id 332187
DEBUG: found old id 332707
DEBUG: found old id 332713
DEBUG: found old id 333650
DEBUG: found old id 333998
DEBUG: found old id 334000
DEBUG: found old id 334940
DEBUG: found old id 335812
DEBUG: found old id 335824
DEBUG: found old id 335837
DEBUG: found old id 335909
DEBUG: found old id 336190
DEBUG: found old id 336238
DEBUG: found old id 336250
DEBUG: found old id 336502
DEBUG: found old id 336899
DEBUG: found old id 337160
DEBUG: found old id 337161
DEBUG: found old id 337427
DEBUG: found old id 33744
DEBUG: found old id 337810
DEBUG: found old id 337811
DEBUG: found old id 339120
DEBUG: found old id 339424
DEBUG: found old id 339598
DEBUG: found old id 339763
DEBUG: found old id 34009
DEBUG: found old id 340208
DEBUG: found old id 340661
DEBUG: found old id 340890
DEBUG: found old id 340989
DEBUG: found old id 340990
DEBUG: found old id 341050
DEBUG: found old id 341830
DEBUG: found old id 341901
DEBUG: found old id 341940
DEBUG: found old id 342363
DEBUG: found old id 342401
DEBUG: found old id 342506
DEBUG: found old id 343365
DEBUG: found old id 343770
DEBUG: found old id 344085
DEBUG: found old id 344193
DEBUG: found old id 344213
DEBUG: found old id 344450
DEBUG: found old id 344561
DEBUG: found old id 344932
DEBUG: found old id 345412
DEBUG: found old id 345439
DEBUG: found old id 34570
DEBUG: found old id 345757
DEBUG: found old id 345854
DEBUG: found old id 345871
DEBUG: found old id 345895
DEBUG: found old id 345908
DEBUG: found old id 346306
DEBUG: found old id 346323
DEBUG: found old id 346358
DEBUG: found old id 346565
DEBUG: found old id 346789
DEBUG: found old id 346791
DEBUG: found old id 347426
DEBUG: found old id 347603
DEBUG: found old id 347735
DEBUG: found old id 347798
DEBUG: found old id 347801
DEBUG: found old id 347802
DEBUG: found old id 347873
DEBUG: found old id 348762
DEBUG: found old id 348773
DEBUG: found old id 348959
DEBUG: found old id 349103
DEBUG: found old id 349127
DEBUG: found old id 349257
DEBUG: found old id 349517
DEBUG: found old id 349595
DEBUG: found old id 349638
DEBUG: found old id 349639
DEBUG: found old id 349704
DEBUG: found old id 349785
DEBUG: found old id 349989
DEBUG: found old id 350216
DEBUG: found old id 350825
DEBUG: found old id 350969
DEBUG: found old id 351402
DEBUG: found old id 351748
DEBUG: found old id 351780
DEBUG: found old id 351808
DEBUG: found old id 351815
DEBUG: found old id 352270
DEBUG: found old id 352284
DEBUG: found old id 352335
DEBUG: found old id 352631
DEBUG: found old id 352821
DEBUG: found old id 352917
DEBUG: found old id 352976
DEBUG: found old id 352993
DEBUG: found old id 352997
DEBUG: found old id 353152
DEBUG: found old id 353242
DEBUG: found old id 353279
DEBUG: found old id 353327
DEBUG: found old id 353366
DEBUG: found old id 353404
DEBUG: found old id 353434
DEBUG: found old id 353520
DEBUG: found old id 353686
DEBUG: found old id 353865
DEBUG: found old id 354143
DEBUG: found old id 354150
DEBUG: found old id 354341
DEBUG: found old id 354634
DEBUG: found old id 354731
DEBUG: found old id 355059
DEBUG: found old id 355060
DEBUG: found old id 355061
DEBUG: found old id 355062
DEBUG: found old id 355063
DEBUG: found old id 355064
DEBUG: found old id 355067
DEBUG: found old id 355068
DEBUG: found old id 355069
DEBUG: found old id 355070
DEBUG: found old id 355071
DEBUG: found old id 355072
DEBUG: found old id 355073
DEBUG: found old id 355074
DEBUG: found old id 355075
DEBUG: found old id 355076
DEBUG: found old id 355219
DEBUG: found old id 355222
DEBUG: found old id 355319
DEBUG: found old id 355444
DEBUG: found old id 355455
DEBUG: found old id 355478
DEBUG: found old id 355687
DEBUG: found old id 355802
DEBUG: found old id 355818
DEBUG: found old id 356243
DEBUG: found old id 356381
DEBUG: found old id 35648
DEBUG: found old id 356506
DEBUG: found old id 35758
DEBUG: found old id 35849
DEBUG: found old id 360175
DEBUG: found old id 360194
DEBUG: found old id 360761
DEBUG: found old id 360762
DEBUG: found old id 360830
DEBUG: found old id 361567
DEBUG: found old id 361861
DEBUG: found old id 361945
DEBUG: found old id 361946
DEBUG: found old id 361951
DEBUG: found old id 362102
DEBUG: found old id 362161
DEBUG: found old id 362163
DEBUG: found old id 362375
DEBUG: found old id 362378
DEBUG: found old id 362529
DEBUG: found old id 363187
DEBUG: found old id 363204
DEBUG: found old id 36354
DEBUG: found old id 363731
DEBUG: found old id 363749
DEBUG: found old id 363756
DEBUG: found old id 363758
DEBUG: found old id 363765
DEBUG: found old id 363867
DEBUG: found old id 363924
DEBUG: found old id 364173
DEBUG: found old id 364887
DEBUG: found old id 364890
DEBUG: found old id 364994
DEBUG: found old id 364995
DEBUG: found old id 364996
DEBUG: found old id 364997
DEBUG: found old id 365005
DEBUG: found old id 365006
DEBUG: found old id 365007
DEBUG: found old id 365008
DEBUG: found old id 365342
DEBUG: found old id 365604
DEBUG: found old id 365684
DEBUG: found old id 366192
DEBUG: found old id 366309
DEBUG: found old id 366370
DEBUG: found old id 366371
DEBUG: found old id 366434
DEBUG: found old id 366750
DEBUG: found old id 366943
DEBUG: found old id 366947
DEBUG: found old id 366948
DEBUG: found old id 367285
DEBUG: found old id 367304
DEBUG: found old id 367311
DEBUG: found old id 367386
DEBUG: found old id 367388
DEBUG: found old id 367476
DEBUG: found old id 367478
DEBUG: found old id 367479
DEBUG: found old id 367484
DEBUG: found old id 367597
DEBUG: found old id 367848
DEBUG: found old id 368003
DEBUG: found old id 368004
DEBUG: found old id 368005
DEBUG: found old id 368008
DEBUG: found old id 368011
DEBUG: found old id 368023
DEBUG: found old id 368212
DEBUG: found old id 368285
DEBUG: found old id 368385
DEBUG: found old id 368404
DEBUG: found old id 368429
DEBUG: found old id 368443
DEBUG: found old id 368880
DEBUG: found old id 368885
DEBUG: found old id 369139
DEBUG: found old id 369140
DEBUG: found old id 369141
DEBUG: found old id 369159
DEBUG: found old id 369191
DEBUG: found old id 369283
DEBUG: found old id 369358
DEBUG: found old id 369359
DEBUG: found old id 369386
DEBUG: found old id 369395
DEBUG: found old id 369641
DEBUG: found old id 369737
DEBUG: found old id 369854
DEBUG: found old id 369858
DEBUG: found old id 369859
DEBUG: found old id 369863
DEBUG: found old id 369866
DEBUG: found old id 369966
DEBUG: found old id 370257
DEBUG: found old id 370263
DEBUG: found old id 370273
DEBUG: found old id 370274
DEBUG: found old id 370293
DEBUG: found old id 370295
DEBUG: found old id 370369
DEBUG: found old id 370392
DEBUG: found old id 370486
DEBUG: found old id 370564
DEBUG: found old id 370723
DEBUG: found old id 370751
DEBUG: found old id 370787
DEBUG: found old id 370971
DEBUG: found old id 370997
DEBUG: found old id 371079
DEBUG: found old id 371181
DEBUG: found old id 371256
DEBUG: found old id 371406
DEBUG: found old id 371419
DEBUG: found old id 371421
DEBUG: found old id 371430
DEBUG: found old id 371866
DEBUG: found old id 372298
DEBUG: found old id 372585
DEBUG: found old id 372655
DEBUG: found old id 372722
DEBUG: found old id 372723
DEBUG: found old id 372822
DEBUG: found old id 372889
DEBUG: found old id 373043
DEBUG: found old id 373130
DEBUG: found old id 373248
DEBUG: found old id 373266
DEBUG: found old id 373267
DEBUG: found old id 373271
DEBUG: found old id 373313
DEBUG: found old id 373358
DEBUG: found old id 373359
DEBUG: found old id 373443
DEBUG: found old id 373451
DEBUG: found old id 373584
DEBUG: found old id 373750
DEBUG: found old id 373754
DEBUG: found old id 373864
DEBUG: found old id 373905
DEBUG: found old id 373906
DEBUG: found old id 373907
DEBUG: found old id 373908
DEBUG: found old id 373909
DEBUG: found old id 373911
DEBUG: found old id 373912
DEBUG: found old id 373913
DEBUG: found old id 373914
DEBUG: found old id 373915
DEBUG: found old id 373916
DEBUG: found old id 373917
DEBUG: found old id 373918
DEBUG: found old id 373919
DEBUG: found old id 373920
DEBUG: found old id 373921
DEBUG: found old id 373922
DEBUG: found old id 373923
DEBUG: found old id 373924
DEBUG: found old id 373925
DEBUG: found old id 373926
DEBUG: found old id 373927
DEBUG: found old id 373928
DEBUG: found old id 373929
DEBUG: found old id 373930
DEBUG: found old id 373931
DEBUG: found old id 373932
DEBUG: found old id 373933
DEBUG: found old id 373934
DEBUG: found old id 373935
DEBUG: found old id 373936
DEBUG: found old id 373937
DEBUG: found old id 373938
DEBUG: found old id 373939
DEBUG: found old id 373950
DEBUG: found old id 374104
DEBUG: found old id 374105
DEBUG: found old id 374151
DEBUG: found old id 374351
DEBUG: found old id 374363
DEBUG: found old id 374835
DEBUG: found old id 374889
DEBUG: found old id 374934
DEBUG: found old id 375038
DEBUG: found old id 375093
DEBUG: found old id 375094
DEBUG: found old id 375095
DEBUG: found old id 375098
DEBUG: found old id 375102
DEBUG: found old id 375151
DEBUG: found old id 375210
DEBUG: found old id 375583
DEBUG: found old id 375616
DEBUG: found old id 375676
DEBUG: found old id 375692
DEBUG: found old id 375700
DEBUG: found old id 375701
DEBUG: found old id 375752
DEBUG: found old id 375768
DEBUG: found old id 375829
DEBUG: found old id 375919
DEBUG: found old id 375970
DEBUG: found old id 375971
DEBUG: found old id 375972
DEBUG: found old id 376137
DEBUG: found old id 376193
DEBUG: found old id 376234
DEBUG: found old id 376249
DEBUG: found old id 376298
DEBUG: found old id 376323
DEBUG: found old id 376347
DEBUG: found old id 376448
DEBUG: found old id 376474
DEBUG: found old id 376483
DEBUG: found old id 376512
DEBUG: found old id 376524
DEBUG: found old id 376552
DEBUG: found old id 376580
DEBUG: found old id 376685
DEBUG: found old id 376686
DEBUG: found old id 376687
DEBUG: found old id 376688
DEBUG: found old id 376690
DEBUG: found old id 376691
DEBUG: found old id 376692
DEBUG: found old id 377015
DEBUG: found old id 377062
DEBUG: found old id 377159
DEBUG: found old id 377205
DEBUG: found old id 377295
DEBUG: found old id 377296
DEBUG: found old id 377297
DEBUG: found old id 377298
DEBUG: found old id 377299
DEBUG: found old id 377300
DEBUG: found old id 377301
DEBUG: found old id 377302
DEBUG: found old id 377303
DEBUG: found old id 377304
DEBUG: found old id 377305
DEBUG: found old id 377306
DEBUG: found old id 377307
DEBUG: found old id 377308
DEBUG: found old id 377309
DEBUG: found old id 377310
DEBUG: found old id 377311
DEBUG: found old id 377312
DEBUG: found old id 377313
DEBUG: found old id 377314
DEBUG: found old id 377315
DEBUG: found old id 377316
DEBUG: found old id 377317
DEBUG: found old id 377318
DEBUG: found old id 377319
DEBUG: found old id 377320
DEBUG: found old id 377321
DEBUG: found old id 377322
DEBUG: found old id 377323
DEBUG: found old id 377324
DEBUG: found old id 377325
DEBUG: found old id 377326
DEBUG: found old id 377327
DEBUG: found old id 377328
DEBUG: found old id 377329
DEBUG: found old id 377330
DEBUG: found old id 377331
DEBUG: found old id 377332
DEBUG: found old id 377333
DEBUG: found old id 377334
DEBUG: found old id 377335
DEBUG: found old id 377336
DEBUG: found old id 377337
DEBUG: found old id 377338
DEBUG: found old id 377339
DEBUG: found old id 377340
DEBUG: found old id 377341
DEBUG: found old id 377342
DEBUG: found old id 377343
DEBUG: found old id 377344
DEBUG: found old id 377523
DEBUG: found old id 377587
DEBUG: found old id 377595
DEBUG: found old id 377620
DEBUG: found old id 377653
DEBUG: found old id 377696
DEBUG: found old id 377756
DEBUG: found old id 377763
DEBUG: found old id 377811
DEBUG: found old id 377842
DEBUG: found old id 377843
DEBUG: found old id 377844
DEBUG: found old id 377855
DEBUG: found old id 377876
DEBUG: found old id 377938
DEBUG: found old id 377960
DEBUG: found old id 378079
DEBUG: found old id 378158
DEBUG: found old id 378177
DEBUG: found old id 378230
DEBUG: found old id 378239
DEBUG: found old id 379085
DEBUG: found old id 379150
DEBUG: found old id 379153
DEBUG: found old id 379165
DEBUG: found old id 379192
DEBUG: found old id 379193
DEBUG: found old id 379198
DEBUG: found old id 379228
DEBUG: found old id 379229
DEBUG: found old id 379231
DEBUG: found old id 379266
DEBUG: found old id 379304
DEBUG: found old id 379321
DEBUG: found old id 379322
DEBUG: found old id 379357
DEBUG: found old id 379462
DEBUG: found old id 379517
DEBUG: found old id 379667
DEBUG: found old id 379716
DEBUG: found old id 379722
DEBUG: found old id 379756
DEBUG: found old id 379760
DEBUG: found old id 379770
DEBUG: found old id 379771
DEBUG: found old id 379790
DEBUG: found old id 379805
DEBUG: found old id 379826
DEBUG: found old id 379844
DEBUG: found old id 379846
DEBUG: found old id 379865
DEBUG: found old id 379866
DEBUG: found old id 379867
DEBUG: found old id 379868
DEBUG: found old id 379872
DEBUG: found old id 379873
DEBUG: found old id 379884
DEBUG: found old id 379889
DEBUG: found old id 379957
DEBUG: found old id 380010
DEBUG: found old id 380028
DEBUG: found old id 380029
DEBUG: found old id 380065
DEBUG: found old id 380068
DEBUG: found old id 380142
DEBUG: found old id 380148
DEBUG: found old id 380171
DEBUG: found old id 380197
DEBUG: found old id 380270
DEBUG: found old id 380283
DEBUG: found old id 380288
DEBUG: found old id 380296
DEBUG: found old id 380306
DEBUG: found old id 380307
DEBUG: found old id 380311
DEBUG: found old id 38048
DEBUG: found old id 38052
DEBUG: found old id 380526
DEBUG: found old id 380619
DEBUG: found old id 380693
DEBUG: found old id 380700
DEBUG: found old id 380713
DEBUG: found old id 380715
DEBUG: found old id 380721
DEBUG: found old id 380735
DEBUG: found old id 380749
DEBUG: found old id 380750
DEBUG: found old id 380768
DEBUG: found old id 380776
DEBUG: found old id 380829
DEBUG: found old id 380840
DEBUG: found old id 380876
DEBUG: found old id 380938
DEBUG: found old id 380941
DEBUG: found old id 380949
DEBUG: found old id 381007
DEBUG: found old id 38103
DEBUG: found old id 381053
DEBUG: found old id 381062
DEBUG: found old id 381126
DEBUG: found old id 381137
DEBUG: found old id 381162
DEBUG: found old id 381175
DEBUG: found old id 381198
DEBUG: found old id 381214
DEBUG: found old id 381306
DEBUG: found old id 381309
DEBUG: found old id 381399
DEBUG: found old id 381401
DEBUG: found old id 381402
DEBUG: found old id 38408
DEBUG: found old id 41492
DEBUG: found old id 41563
DEBUG: found old id 41969
DEBUG: found old id 42778
DEBUG: found old id 43741
DEBUG: found old id 44387
DEBUG: found old id 44394
DEBUG: found old id 44904
DEBUG: found old id 45469
DEBUG: found old id 45621
DEBUG: found old id 45750
DEBUG: found old id 46127
DEBUG: found old id 47304
DEBUG: found old id 47846
DEBUG: found old id 48349
DEBUG: found old id 48875
DEBUG: found old id 49075
DEBUG: found old id 50445
DEBUG: found old id 52900
DEBUG: found old id 53566
DEBUG: found old id 54531
DEBUG: found old id 55800
DEBUG: found old id 62108
DEBUG: found old id 64945
DEBUG: found old id 66744
DEBUG: found old id 72141
DEBUG: found old id 72153
DEBUG: found old id 72762
DEBUG: found old id 73135
DEBUG: found old id 78000
DEBUG: found old id 81146
DEBUG: found old id 82676
DEBUG: found old id 82747
DEBUG: found old id 91153
DEBUG: found old id 94795
DEBUG: found old id 95952
DEBUG: found old id 99616
DEBUG: found old id 99759
DEBUG: found old id 155800
DEBUG: found old id 299884
DEBUG: found old id 360960
DEBUG: found old id 381825
DEBUG: found old id 381830
DEBUG: found old id 381846
DEBUG: found old id 381854
DEBUG: found old id 381859
DEBUG: found old id 381876
DEBUG: found old id 381886
DEBUG: found old id 381901
DEBUG: found old id 381902
DEBUG: found old id 381938
DEBUG: found old id 381953
DEBUG: found old id 381979
DEBUG: found old id 381980
DEBUG: found old id 381981
DEBUG: found old id 382050
DEBUG: found old id 382257
DEBUG: found old id 382309
DEBUG: found old id 382345
DEBUG: found old id 382346
DEBUG: found old id 382348
DEBUG: found old id 382464
DEBUG: found old id 382495
DEBUG: found old id 382500
DEBUG: found old id 382508
DEBUG: found old id 382573
DEBUG: found old id 382601
DEBUG: found old id 382634
DEBUG: found old id 382756
DEBUG: found old id 382793
DEBUG: found old id 382796
DEBUG: found old id 382861
DEBUG: found old id 56649
DEBUG: found old id 57229
INFO: Enabled downloader middlewares:
['scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
 'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
 'scrapy.downloadermiddlewares.retry.RetryMiddleware',
 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
 'scrapy.downloadermiddlewares.cookies.CookiesMiddleware',
 'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
 'scrapy.downloadermiddlewares.stats.DownloaderStats']
INFO: Enabled spider middlewares:
['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
 'scrapy.spidermiddlewares.offsite.OffsiteMiddleware',
 'scrapy.spidermiddlewares.referer.RefererMiddleware',
 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
 'scrapy.spidermiddlewares.depth.DepthMiddleware']
INFO: Enabled item pipelines:
[]
INFO: Spider opened
INFO: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
INFO: Telnet console listening on 127.0.0.1:6023
INFO: Overridden settings: {'USER_AGENT': 'Mozilla/4.0 (compatible;                               MSIE    7.0; Windows NT 5.1)'}
INFO: Telnet Password: 0382d2b549d044fa
INFO: Enabled extensions:
['scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.logstats.LogStats']
DEBUG: loading 805 old ids
DEBUG: found old id 4753045
DEBUG: found old id 4882217
DEBUG: found old id 4883292
DEBUG: found old id 4917252
DEBUG: found old id 4966656
DEBUG: found old id 4995942
DEBUG: found old id 5019393
DEBUG: found old id 5079078
DEBUG: found old id 5168612
DEBUG: found old id 5178743
DEBUG: found old id 5193454
DEBUG: found old id 5212204
DEBUG: found old id 5243896
DEBUG: found old id 5245918
DEBUG: found old id 5262232
DEBUG: found old id 5273116
DEBUG: found old id 5276842
DEBUG: found old id 5289721
DEBUG: found old id 5319464
DEBUG: found old id 5320858
DEBUG: found old id 5326046
DEBUG: found old id 5329177
DEBUG: found old id 5343030
DEBUG: found old id 5345226
DEBUG: found old id 5354604
DEBUG: found old id 5364582
DEBUG: found old id 5367604
DEBUG: found old id 5367975
DEBUG: found old id 5377998
DEBUG: found old id 5395213
DEBUG: found old id 5401548
DEBUG: found old id 5402218
DEBUG: found old id 5409302
DEBUG: found old id 5414569
DEBUG: found old id 5443107
DEBUG: found old id 5446657
DEBUG: found old id 5455434
DEBUG: found old id 5458452
DEBUG: found old id 5461261
DEBUG: found old id 5465011
DEBUG: found old id 5466494
DEBUG: found old id 5466936
DEBUG: found old id 5474117
DEBUG: found old id 5483848
DEBUG: found old id 5483872
DEBUG: found old id 5491143
DEBUG: found old id 5493501
DEBUG: found old id 5495195
DEBUG: found old id 5504890
DEBUG: found old id 5513506
DEBUG: found old id 5516055
DEBUG: found old id 5516444
DEBUG: found old id 5516629
DEBUG: found old id 5517435
DEBUG: found old id 5526712
DEBUG: found old id 5529788
DEBUG: found old id 5530118
DEBUG: found old id 5545363
DEBUG: found old id 5546568
DEBUG: found old id 5548331
DEBUG: found old id 5548456
DEBUG: found old id 5551284
DEBUG: found old id 5555789
DEBUG: found old id 5558302
DEBUG: found old id 5564184
DEBUG: found old id 5565682
DEBUG: found old id 5570147
DEBUG: found old id 5573107
DEBUG: found old id 5574530
DEBUG: found old id 5575236
DEBUG: found old id 5575250
DEBUG: found old id 5583012
DEBUG: found old id 5586731
DEBUG: found old id 5586739
DEBUG: found old id 5587360
DEBUG: found old id 5591045
DEBUG: found old id 5595034
DEBUG: found old id 5601378
DEBUG: found old id 5603629
DEBUG: found old id 5603724
DEBUG: found old id 5605760
DEBUG: found old id 5609818
DEBUG: found old id 5610040
DEBUG: found old id 5610353
DEBUG: found old id 5618124
DEBUG: found old id 5621027
DEBUG: found old id 5624462
DEBUG: found old id 5626947
DEBUG: found old id 5630957
DEBUG: found old id 5636281
DEBUG: found old id 5644061
DEBUG: found old id 5644301
DEBUG: found old id 5644929
DEBUG: found old id 5648913
DEBUG: found old id 5651290
DEBUG: found old id 5651317
DEBUG: found old id 5655948
DEBUG: found old id 5656918
DEBUG: found old id 5666829
DEBUG: found old id 5668143
DEBUG: found old id 5668154
DEBUG: found old id 5669914
DEBUG: found old id 5669922
DEBUG: found old id 5670425
DEBUG: found old id 5677169
DEBUG: found old id 5681260
DEBUG: found old id 5684938
DEBUG: found old id 5687547
DEBUG: found old id 5688404
DEBUG: found old id 5690683
DEBUG: found old id 5694815
DEBUG: found old id 5695155
DEBUG: found old id 5695177
DEBUG: found old id 5702500
DEBUG: found old id 5702506
