link,id,host,date,Availability,Year,Floor,LoyerNet,Charges,Space,LatLong,Description
"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/regie-duboux-279/appartement-4-pieces-lausanne-337160
",337160,"Immobilier
","2020-02-22
",maintenant										</span>,-1,3,2800,150,-1,"46.5631646,6.6992314","<p>Très bel appartement spacieux et lumineux de 4 pièces au 3ème étage.<br><br>En plein coeur du centre ville de Lausanne, à quelques pas des transports publics, des commerces et de toutes les commodités, cet appartement ce compose comme suit :<br><br>- Hall d'entrée spacieux<br>- Cuisine neuve, entièrement agencée<br>- Salle à manger<br>- Séjour avec cheminée décorative<br>- 2 Chambres<br>- 1 Salle de bains<br>- WC séparés<br>- Buanderie commune</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/prilly/bernard-nicod-siege-400/appartement-4-pieces-5eme-etage-prilly-33744
",33744,"Immobilier
","2020-02-22
",mars 2020										</span>,-1,5,2240,250,98,"46.5333232,6.6049390","<p>Visites : Mme Gopo, concierge</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/bernard-nicod-siege-400/appartement-2-pieces-9eme-etage-lausanne-344213
",344213,"Immobilier
","2020-02-22
",maintenant										</span>,-1,9,-1,110,37,"46.5359550,6.6185460",<p>Balcon - Tranquillité - Verdure - A proximité des écoles - A proximité transp. publics - Vue imprenable</p>
"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/zimmermann-immobilier-772/appartement238-344450
",344450,"Immobilier
","2020-02-22
",maintenant										</span>,-1,3,1220,150,38,"46.5277444,6.6269111","<p>Appartement de 2 pièces comprenant 1 hall d'entrée, 1 salle de bains/WC, 1 chambre à coucher avec armoire murale, 1 séjour avec cuisinette ouverte. Proche accès autoroute et toutes commodités.</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/apleona-real-estate-ag-670/joli-3-pieces-situe-les-hauts-lausanne-344561
",344561,"Immobilier
","2020-02-22
",No info,-1,-1,1450,205,65,"46.5374327,6.6578051","<p>Aménagé dans un immeuble locatif, spacieux logement bénéficiant de calme et dans un environnement verdoyant.<br><br>Il se compose comme suit <br>- 1 hall d'entrée avec des armoires murales, <br>- 1 grand séjour,<br>- 2 chambres à coucher,<br>- 1 cuisine agencée,<br>- 1 salle-de-bains/WC,<br>- 1 cave.<br><br>Possibilité de louer une place de parc intérieure en sus.<br><br>Disponible de suite <br><br>BAUX DE DUREE DETERMINEE DE 5 ANS NON RENOUVELABLE. POSSIBILITE UNILATERALE POUR LE LOCATAIRE DE RESILIER PENDANT LA DUREE DU BAIL.<br><br>En cas d'intérêt, votre dossier d’inscription doit comporter les pièces suivantes, pour tous les titulaires du bail, y compris l’éventuel garant : <br>- Demande d’inscription dûment remplie, datée et signée (à télécharger sur notre site internet)<br>- Copie de vos 3 dernières fiches de salaire<br>- Attestation originale de l’Office des poursuites, datant de moins de 3 mois<br>- Copie de votre pièce d’identité (si nationalité suisse) ou permis de séjour<br><br>Les dossiers doivent être envoyés par poste ou déposés directement à notre agence (pas de fax ni de mail).<br>Seuls les dossiers complets seront pris en considération.</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/helvetia-assurances-gerance-immobiliere-lausanne-1222/cherchez-vous-logement-proche-centre-ville-349103
",349103,"Immobilier
","2020-02-22
",No info,1955,2,1290,200,48,"46.5376955,6.6181683","<p><b>Situation</b><br>Dans un quartier centré, vous apprécierez la proximité de tous les commerces et services principaux, accessible à pied.<br><br><b>Descriptif du logement</b><br>Le logement vous séduira par son dégagement sur le lac ainsi que pour la répartition intelligente des espaces. Ce logement présente en outre les aménagements suivants:</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/apleona-real-estate-ag-670/magnifique-appartement-caractere-proche-centre-ville-349257
",349257,"Immobilier
","2020-02-22
",No info,1900,3,2022,300,89,"46.5272259,6.6096629","<p>Idéalement situé proche du centre-ville, à deux pas du parc de Valency ainsi que de Chauderon et de toutes ses commodités, telles Parkings, Métros, LEB, etc.<br><br>Pour les visites, merci de prendre contact après 18h00 ave le locataire actuel : M. Guenot. <br><br>Bail à reprendre au 01.04.2020 ! <br><br>Ce logement de 3.5 pièces de 89 m2 est aménagé au 3ème étage d'un immeuble de caractère érigé en 1898 et bénéficie donc de beaux espaces et de hauts plafonds. <br><br>Bien qu'implanté le long de l’avenue d’Echallens, cet appartement ne souffre pas de nuisances sonores grâce notamment à la qualité de ses vitrages.<br><br>Distribution<br>- 1 hall de distribution avec niche, armoires murales et penderie,<br>- 1 vaste séjour,<br>- 1 chambre orientée Sud avec accès au balcon,<br>- 1 chambre orientée Nord,<br>- 1 grande cuisine agencée et habitable,<br>- 1 salle-de-bains avec baignoire/WC/lavabo,<br>- 1 WC visiteurs,<br>- 1 cave en sous-sol.<br><br>BAIL DE DUREE DETERMINEE DE 5 ANS. POSSIBILITES DE RESILIATION PAR LE LOCATAIRE PENDANT LA DUREE FIXE.<br><br>Possibilté de louer une place de parc en sus.</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/golay-immobilier-260/appartement-rafraichi-2-pieces-2eme-etage-env-44-349517
",349517,"Immobilier
","2020-02-22
",maintenant										</span>,1970,2,1070,125,44,"46.5241950,6.6240210","<p>facile d'accès, proche de l'axe autoroutier et du lac de Sauvabelin,<br>cuisine agencée, salle de bains-WC, balcon.</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/bernard-nicod-siege-400/magnifique-35-pieces-idealement-situe-centre-ville-lausanne-353279
",353279,"Immobilier
","2020-02-22
",maintenant										</span>,-1,4,3200,-1,98,"46.5227635,6.6290378","<p>Appartement de 3.5 pièces à louer en plein centre-ville de Lausanne. <br>A deux pas du parc de Mon-Repos. <br>Il est situé proche de toutes commodités et des transports en commun.<br><br>Il est composé comme suit ; <br><br>- Vaste hall d'entrée avec armoire murale <br>- Séjour <br>- Cuisine agencée avec balconnet <br>- 2 chambres à coucher dont une avec balcon <br>- Salle-de-bains <br>- WC séparé<br><br>A proximité : <br>- Métro (arrêt Bessières à 3')<br>- Coop (3')<br>- Fitness (3')<br>- Nombreux restaurants<br>- Divers commerces<br>- Gare (15')<br>- Piscine (2')<br>- Parc de Mon-Repos (1')<br>- Place de l'Europe (10')<br>- Place St-François avec ses nombreuses lignes de bus (5')<br><br>Loyer de Frs. 3'200.- + Frs. 220.- d'acompte de charges. <br><br>Visites et renseignements : Bernard Nicod SA, M. ARSLLANI</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/regie-braun-276/appartement-25-pieces-353327
",353327,"Immobilier
","2020-02-22
",maintenant										</span>,-1,2,1280,100,49,"46.5328420,6.6289000","<p>Entrée dégagement, cuisine fermée, frigo, salle de bains/WC, balcon.</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/privera-lausanne-972/spacieux-logement-2-pieces-proche-toutes-commodites-353404
",353404,"Immobilier
","2020-02-22
",No info,1962,1,1271,160,44,"46.5322192,6.6525201","<p>L'appartement est proche des transports publics, des accès autoroutiers et des commerces, il se compose de la manière suivante :<br><br>Séjour et chambre avec parquet <br>Cuisine fermée, rénovée et agencée<br>Salle de bains avec baignoire (entièrement rénovée)<br>Hall d'entrée avec armoires murales<br>Cave (à bien plaire)<br><br>Pour visiter l'objet, merci de prendre contact avec nos services, les jours ouvrables entre 08h00 et 17h00.<br><br>En cas d'intérêt, merci de bien vouloir nous transmettre :</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/bernard-nicod-siege-400/idealement-situe-les-hauts-capitale-olympique-355074
",355074,"Immobilier
","2020-02-22
",No info,-1,0,1800,115,58,"46.5355668,6.5799793","<p>Idéalement situé dans les hauts de la capitale Olympique, le quartier de la Grangette, confère à ses habitants une ambiance villageoise et pourtant proche du centre-ville. <br><br>Central Park Garden est constitué de deux bâtiments neufs. <br><br>Chaque bâtiment est constitué de 8 appartements ; 4 appartements de 2.5 pièces au rez-inférieur avec terrasses et jardins et 4 appartements de 4.5 pièces en duplex au rez-supérieur bénéficiant de grands balcons.<br><br>Chaque appartement dispose d'une cave individuelle et il est vous possible de louer une place de stationnement.<br><br>Buanderie privative avec lave-linge et sèche-linge.<br><br>La quiétude de cet emplacement vous assurera un cadre de vie agréable, calme, et facilement accessible par tous types de transports (bus, métro, voiture).</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/bernard-nicod-siege-400/idealement-situe-les-hauts-capitale-olympique-355075
",355075,"Immobilier
","2020-02-22
",No info,-1,1,2950,197,109,"46.5356798,6.5801200","<p>Idéalement situé dans les hauts de la capitale Olympique, le quartier de la Grangette, confère à ses habitants une ambiance villageoise et pourtant proche du centre-ville. <br><br>Central Park Garden est constitué de deux bâtiments neufs. <br><br>Chaque bâtiment est constitué de 8 appartements ; 4 appartements de 2.5 pièces au rez-inférieur avec terrasses et jardins et 4 appartements de 4.5 pièces en duplex au rez-supérieur bénéficiant de grands balcons.<br><br>Chaque appartement dispose d'une cave individuelle et il est vous possible de louer une place de stationnement.<br><br>Cet appartement est équipé d'un lave-linge et d'un sèche-linge.<br><br>La quiétude de cet emplacement vous assurera un cadre de vie agréable, calme, et facilement accessible par tous types de transports (bus, métro, voiture).</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/bernard-nicod-siege-400/idealement-situe-les-hauts-capitale-olympique-355076
",355076,"Immobilier
","2020-02-22
",No info,-1,1,2970,196,109,"46.5356798,6.5801200","<p>Idéalement situé dans les hauts de la capitale Olympique, le quartier de la Grangette, confère à ses habitants une ambiance villageoise et pourtant proche du centre-ville. <br><br>Central Park Garden est constitué de deux bâtiments neufs. <br><br>Chaque bâtiment est constitué de 8 appartements ; 4 appartements de 2.5 pièces au rez-inférieur avec terrasses et jardins et 4 appartements de 4.5 pièces en duplex au rez-supérieur bénéficiant de grands balcons.<br><br>Chaque appartement dispose d'une cave individuelle et il est vous possible de louer une place de stationnement.<br><br>Cet appartement est équipé d'un lave-linge et d'un sèche-linge.<br><br>La quiétude de cet emplacement vous assurera un cadre de vie agréable, calme, et facilement accessible par tous types de transports (bus, métro, voiture).</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/bernard-nicod-siege-400/appartement-2-pieces-4eme-etage-lausanne-362378
",362378,"Immobilier
","2020-02-22
",maintenant										</span>,-1,4,1150,100,37,"46.5337457,6.5970575",<p>Balcon - A proximité des écoles - A proximité des commerces - A proximité transp. publics</p>
"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/publiaz-gerance-courtage-renens-274/joli-appartement-3-pieces-proche-toutes-commodites-362529
",362529,"Immobilier
","2020-02-22
",maintenant										</span>,-1,0,1590,170,59,"46.5351072,6.5795312","<p>Joli appartement de 3 pièces au rez-de-chaussée d'env 59 m2 composé de la manière suivante:<br><br>- Hall<br>- Séjour<br>- Cuisine agencée avec lave-vaisselle entièrement rénovée<br>- 2 chambres à coucher<br>- Salle de bains/WC<br>- Terrasse/jardin<br><br>Ce logement est disponible dès le 15 février 2020 au prix de CHF 1'590.- + CHF 170.- de charges, soit un total de CHF 1'760.-.<br><br>La place de parc extérieure n°5 est obligatoire avec l'appartement au prix de CHF 60.- en sus.<br><br>Une poste de conciergerie est aussi à reprouvoir avec ce bien pour un salaire mensuel net de CHF 300.-.<br><br>En cas d'intérêt et pour visiter cet objet, merci de bien vouloir prendre contact avec notre service location par téléphone ou par courriel à l'adresse.</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/globe-plan-cie-1082/appartement-spacieux-45-pieces-proche-centre-lausanne-363187
",363187,"Immobilier
","2020-02-22
",avril 2020										</span>,-1,1,3800,-1,-1,,<p></p>
"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/globe-plan-cie-1082/studio-coeur-lausanne-363204
",363204,"Immobilier
","2020-02-22
",mars 2020										</span>,2012,3,2000,-1,30,"46.5381727,6.5900832",<p></p>
"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/omnia-immobilier-courtage-1232/renens-avenir-commence-quai-ouest-364994
",364994,"Immobilier
","2020-02-22
",août 2020										</span>,2020,3,1500,-1,77,"46.5332474,6.6336319","<p>Visites virtuelles ce vendredi 14.02.20 de 13h30 à 17h00 et mardi 18.02.20 de 14h30 à 18h30. Merci de vous inscrire par e-mail à<br><br>Nouvelle promotion de 89 logements en location idéalement située à la Gare de Renens, Quai Ouest ouvrira ses bras aux futurs locataires dès l'été 2020 avec plusieurs options de logements, commerces et bureaux.<br><br>Ce magnifique appartement de 2.5 pièces se situe au 3° étage et a été construit avec de très beaux matériaux et se compose comme suit:<br><br>- Spacieux séjour donnant sur le jardin d'hiver de 6,7 m²<br>- Cuisine ouverte avec ilot central et entièrement agencée avec lave-vaisselle<br>- Salle de douche avec douche italienne<br>- Une spacieuse chambre à coucher de 21,7m2 avec armoires murales<br>- Cellier de 6,5 m² avec raccordement pour colonne de lavage<br>- Stores électriques<br>- Entrée avec armoires murales<br><br>Adresse: Place de la Gare à 1020 Renens<br><br>Plus d'informations sur www.quai-ouest.ch/location/logements ainsi que chez Omnia Immobilier ou</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/omnia-immobilier-courtage-1232/renens-avenir-commence-quai-ouest-364995
",364995,"Immobilier
","2020-02-22
",août 2020										</span>,2020,6,1850,-1,69,"46.5262301,6.6256671","<p>Idéalement situé à la Gare de Renens, Quai Ouest ouvrira ses bras aux futurs locataires dès l'été 2020 avec plusieurs options de logements, commerces et bureaux. <br><br>Ce magnifique appartement de 3.5 pièces se situe au 6° étage et a été construit avec de très beaux matériaux et se compose comme suit:<br><br>- Cuisine ouverte et entièrement agencée avec lave-vaisselle<br>- Salle de bains/WC<br>- Une chambre à coucher de 16m2 avec armoires murales<br>- Une deuxième chambre de 11.8m2<br>- Stores électriques<br>- Entrée avec armoires murales<br><br>Adresse: Place de la Gare à 1020 Renens<br><br>Renseignements: Omnia Immobilier ou</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/bernard-nicod-siege-400/45-pieces-attique-vue-degagee-deux-pas-lac-367285
",367285,"Immobilier
","2020-02-22
",juillet 2020										</span>,-1,3,3270,-1,106,,"<p>Situé au dernier étage d'une résidence se trouvant à deux pas du bord du Lac, ce bien de 4.5 pièces d'env. 106m2 habitables et disposant d'une belle terrasse d'env. 37m2 saura vous offrir un cadre de vie idéal. Vue dégagée avec aperçu lac &amp; montagnes.<br><br>Les transports en communs et axes autoroutiers sont à proximité immédiate.<br><br>L'objet se compose comme suit :<br><br>Entrée<br><br>Séjour avec accès terrasse<br><br>Cuisine entièrement agencée avec coin à manger et acces terrasse<br><br>1 suite parentale avec salle-de-bains/WC attenants et possibilité d'installer une colonne de lavage<br><br>2 chambres à coucher<br><br>1 salle-de-douche/WC<br><br>Terrasse d'env. 37m2<br><br>Annexes :<br><br>1 cave<br><br>1 longue place de parc intérieure<br><br>Divers :<br><br>vidéophone<br><br>Local vélos<br><br>buanderie commune accessible en tout temps<br><br>Détail loyer :<br><br>Loyer net : Frs. 3'270.-<br><br>Forfait charges : Frs. 280.-<br><br>1 place intérieure : Frs. 150.-<br><br>Total : Frs. 3'700.-</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/jfr-immobilier-1302/studio-15-pieces-location-lausanne-367304
",367304,"Immobilier
","2020-02-22
",No info,2011,0,1230,6,22,"46.5351072,6.5795312","<p>Appartements à Lausanne-Pully, studio de 1,5 pièces en location. <br>Loyer Fr. 1'230.--<br>Charges à forfait : Fr. 70.--<br>Total Fr. 1'300.-- <br><br>Apartments in Lausanne-Pully 1.5 room apartment for rent.</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/bernard-nicod-siege-400/unique-magnifique-loft-25-pieces-centre-ville-lausanne-367388
",367388,"Immobilier
","2020-02-22
",maintenant										</span>,-1,4,1910,-1,65,"46.5351072,6.5795312","<p>Beaulieu 27 - Lausanne <br><br>Magnifique loft (2.5 pièces) de 65 m2 au dernier étage d'un bel immeuble situé en plein coeur du centre-ville.<br><br>L'appartement dispose d'un balcon et jouit d'une jolie vue sur les Alpes et le Lac. Il se trouve à proximité immédiate de toutes les commodités : commerces, restaurants, écoles, théâtre et transports publics.<br><br>Il comprend un séjour avec cuisine ouverte entièrement agencée et équipée, une pièces avec coin nuit, une de salle d'eau/WC et un balcon.<br><br>Charges en sus. à Fr. 140.-</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/ecublens/bernard-nicod-siege-400/appartement-2-pieces-ecublens-368004
",368004,"Immobilier
","2020-02-22
",juin 2020										</span>,-1,0,1150,100,48,"46.5315756,6.6027488","<p>Appartement de 2 pièces de 50m2 dans un quartier calme et verdoyant comprenant un séjour avec balcon, une chambre, une cuisine agencée, une salle de bains/WC.<br><br>Place de parc extérieure obligatoire à Fr. 60.--</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/ecublens/livit-ag-real-estate-management-675/chambre-uniquement-etudiant-369191
",369191,"Immobilier
","2020-02-22
",maintenant										</span>,-1,4,615,105,10,"46.5456646,6.6455184","<p>Dans un immeuble à proximité immédiate de l'EPFL, à deux pas du lac, de la nature et du centre-ville de Lausanne, nous louons pour tout de suite une chambre en colocation avec 4 autres garçons. <br><br>Le logement comprend: <br><br>- Cuisine agencée (plaques vitrocéramiques, hotte de ventilation, réfrigérateur, micro-ondes) <br>- Salle de douche avec WC<br>- Séjour agencé<br>- Pas de balcon <br><br>La chambre comporte un lit, une armoire murale, une table de chevet, un bureau et une chaise.<br><br>Pour plus d'information, rendez-vous sur le site www.studentvillage-lausanne.ch. <br><br>Dépêchez-vous, envoyez-nous votre dossier complet de candidature!</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/apleona-real-estate-ag-670/studio-neuf-369359
",369359,"Immobilier
","2020-02-22
",mars 2020										</span>,-1,2,1520,150,42,"46.5351072,6.5795312","<p>Soyez le premier locataire de ce spacieux studio alliant le charme de l'ancien et la modernité.<br><br>Situé dans le quartier sous-gare, ce magnifique bien dispose d'une grande pièce à vivre, d'une belle cuisine agencée et habitable ainsi que d'une salle-de-bains/WC.<br><br>Disponible dès le 1er mars 2020.<br><br>En cas d'intérêt et seulement après la visite, vous pouvez nous soumettre votre demande de location (à télécharger sur notre site) accompagné des documents suivants :<br><br>- Pièce d'identité<br>- Attestation de l'Office des poursuites (validité 3 mois max)<br>- 3 dernières fiches de salaire</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/bernard-nicod-siege-400/appartement-2-pieces-1er-etage-lausanne-369386
",369386,"Immobilier
","2020-02-22
",maintenant										</span>,-1,1,-1,130,45,"46.5318440,6.5940503",<p></p>
"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/privera-lausanne-972/magnifique-loft-120-plein-coeur-lausanne-369395
",369395,"Immobilier
","2020-02-22
",No info,-1,3,2300,210,120,"46.5250580,6.5984965","<p>En plein coeur de Lausanne, ce magnifique loft de 120 m2 situé au 3ème étage d'un immeuble classé historique, est composé comme suit :</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/ecublens/regie-privee-1300/deux-pas-epfl-unil-370273
",370273,"Immobilier
","2020-02-22
",maintenant										</span>,-1,1,1100,100,22,"46.5280167,6.6209117",<p><br> Chambre avec salle-de-bains indépendante. Espace cuisine en commun.</p>
"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/gerance-sarl-925/superbe-appartement-charme-face-parc-mon-repos-370723
",370723,"Immobilier
","2020-02-22
",mars 2020										</span>,1923,2,3000,300,110,"46.5222475,6.6284282",<p></p>
"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/comptoir-immobilier-lausanne-239/grand-appartement-35-pieces-idealement-situe-proche-axe-autoroutier-metro-m1-ligne-tl-371419
",371419,"Immobilier
","2020-02-22
",avril 2020										</span>,-1,1,1980,285,93,"46.5366672,6.5966343","<p>Grand appartement de 3.5 pièces, idéalement situé proche de l'axe autoroutier, le métro M1 et la ligne TL. <br><br>Ascenseur.<br>Ce bel appartement lumineux dispose d'un hall d'entrée avec armoires intégrées, une salle de douche et une machine lavante/séchante, un séjour avec une cuisine ouverte et un bar, deux chambres à coucher, une spacieuse salle-de-bains ainsi qu'un balcon protégé. <br> <br> Une place de parc intérieure à CHF 140.00 est également à louer (possibilité d'en louer davantage).<br>Bon état, Balcon, Objet calme, Cuisine agencée et équipée.</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/comptoir-immobilier-lausanne-239/spacieux-appartement-45-pieces-371421
",371421,"Immobilier
","2020-02-22
",mai 2020										</span>,-1,2,2380,280,120,"46.5359310,6.5800247","<p>Spacieux appartement de 4.5 pièces <br><br>Ascenseur.<br>Ce beau 4.5 pièces saura vous séduire par ses surfaces et sa disposition suivante : cuisine agencée donnant sur le séjour avec balcon, 3 chambres avec parquet, une salle-de-bains avec local pouvant servir de dressing attenant, salle-de-douche avec lavante/séchante. Possibilité de louer une place de parc intérieure en sus.</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/comptoir-immobilier-lausanne-239/lumineux-appartement-balcon-proximite-metro-371430
",371430,"Immobilier
","2020-02-22
",mars 2020										</span>,-1,1,2430,370,115,"46.5341120,6.5905604","<p>Lumineux appartement avec balcon à proximité du métro.<br><br>Ascenseur.<br>Bel appartement lumineux disposant d'un hall d'entrée avec armoires intégrées, une cuisine équipée ouverte sur salle-à-manger et séjour, trois chambres à coucher, une salle de bains, une salle de douche avec un lave/sèche linge ainsi qu'un balcon.<br> Quartier calme, situé proche de l'axe autoroutier et à quelques minutes du centre de Lausanne en voiture et métro. Possibilité de louer une place de parc intérieure en sus.<br>Bon état, Balcon, Objet calme, Cuisine agencée et équipée.</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/omnia-immobilier-courtage-1232/renens-avenir-commence-quai-ouest-373908
",373908,"Immobilier
","2020-02-22
",août 2020										</span>,2020,7,1700,-1,62,"46.5327414,6.6329121","<p>Nouvelle promotion de 89 logements en location idéalement située à la Gare de Renens, Quai Ouest ouvrira ses bras aux futurs locataires dès l'été 2020 avec plusieurs options de logements, commerces et bureaux. <br><br>Ce magnifique appartement de 2.5 pièces se situe au 7° étage et a été construit avec de très beaux matériaux et se compose comme suit:<br><br>- Spacieux séjour de 37.1m2<br>- Cuisine ouverte avec îlot central et entièrement agencée avec lave-vaisselle<br>- Salle de douche avec douche italienne<br>- Une spacieuse chambre à coucher de 14,9m2 avec armoires murales<br>- Stores électriques<br>- Entrée avec armoires murales<br><br>- Loyer net : CHF 1'700.-<br>- Charges: CHF 180.-<br>- Total: CHF 1'880.-<br><br>Adresse: Place de la Gare à 1020 Renens<br><br>Plus d'informations sur www.quai-ouest.ch/location/logements ainsi que chez Omnia Immobilier ou</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/omnia-immobilier-courtage-1232/renens-avenir-commence-quai-ouest-373909
",373909,"Immobilier
","2020-02-22
",août 2020										</span>,2020,7,1400,-1,34,"46.5356798,6.5801200","<p>Nouvelle promotion de 89 logements en location idéalement située à la Gare de Renens, Quai Ouest ouvrira ses bras aux futurs locataires dès l'été 2020 avec plusieurs options de logements, commerces et bureaux.<br><br>Ce magnifique studio se situe au 7° étage et a été construit avec de très beaux matériaux et se compose comme suit:<br><br>- Spacieux séjour de 28,8m²<br>- Cuisine ouverte avec îlot central et entièrement agencée avec lave-vaisselle<br>- Salle de douche avec douche italienne<br>- Stores électriques<br>- Entrée avec armoires murales<br><br>- Loyer net : CHF 1'400.-<br>- Charges: CHF 95.-<br>- Total: CHF 1'495.-<br><br>Adresse: Place de la Gare à 1020 Renens<br><br>Plus d'informations sur www.quai-ouest.ch/location/logements ainsi que chez Omnia Immobilier ou</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/omnia-immobilier-courtage-1232/renens-avenir-commence-quai-ouest-373911
",373911,"Immobilier
","2020-02-22
",août 2020										</span>,2020,7,1400,-1,37,"46.5243810,6.6190865","<p>Nouvelle promotion de 89 logements en location idéalement située à la Gare de Renens, Quai Ouest ouvrira ses bras aux futurs locataires dès l'été 2020 avec plusieurs options de logements, commerces et bureaux.<br><br>Ce magnifique studio se situe au 7° étage et a été construit avec de très beaux matériaux et se compose comme suit:<br><br>- Spacieux séjour de 31,3m²<br>- Cuisine ouverte avec îlot central et entièrement agencée avec lave-vaisselle<br>- Salle de douche avec douche italienne<br>- Stores électriques<br>- Entrée avec armoires murales<br><br>- Loyer net : CHF 1'400.-<br>- Charges: CHF 105.-<br>- Total: CHF 1'505.-<br><br>Adresse: Place de la Gare à 1020 Renens<br><br>Plus d'informations sur www.quai-ouest.ch/location/logements ainsi que chez Omnia Immobilier ou</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/omnia-immobilier-courtage-1232/renens-avenir-commence-quai-ouest-373932
",373932,"Immobilier
","2020-02-22
",août 2020										</span>,2020,4,2150,-1,89,"46.5252404,6.6209126","<p>Nouvelle promotion de 89 logements en location idéalement située à la Gare de Renens, Quai Ouest ouvrira ses bras aux futurs locataires dès l'été 2020 avec plusieurs options de logements, commerces et bureaux.<br><br>Ce magnifique appartement de 3.5 pièces se situe au 4° étage et a été construit avec de très beaux matériaux et se compose comme suit:<br><br>- Spacieux séjour de 40,4m²<br>- Cuisine ouverte entièrement agencée avec lave-vaisselle<br>- Salle de douche avec douche italienne<br>- Une spacieuse chambre à coucher de 20.7m2 avec armoires murales<br>- Une chambre à coucher de 12,9m2<br>- Stores électriques<br>- Entrée avec armoires murales<br><br>- Loyer net : CHF 2'150 .-<br>- Charges: CHF 255.-<br>- Total: CHF 2'405.-<br><br>Adresse: Place de la Gare à 1020 Renens<br><br>Plus d'informations sur www.quai-ouest.ch/location/logements ainsi que chez Omnia Immobilier ou</p>"
"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/omnia-immobilier-courtage-1232/renens-avenir-commence-quai-ouest-373933
",373933,"Immobilier
","2020-02-22
",août 2020										</span>,2020,4,1300,-1,53,"46.5127474,6.6377531","<p>Nouvelle promotion de 89 logements en location idéalement située à la Gare de Renens, Quai Ouest ouvrira ses bras aux futurs locataires dès l'été 2020 avec plusieurs options de logements, commerces et bureaux. <br><br>Ce magnifique studio se situe au 4° étage et a été construit avec de très beaux matériaux et se compose comme suit:<br><br>- Un séjour de 35.4m2 avec armoires murales à l'entrée<br>- Une chambre à coucher ouverte de 12,3m2<br>- Cuisine ouverte avec îlot central et entièrement agencée avec lave-vaisselle<br>- Salle de douche avec douche italienne<br>- Stores électriques<br><br>- Loyer net : CHF 1'300 .-<br>- Charges: CHF 150.-<br>- Total: CHF 1'450.-<br><br>Adresse: Place de la Gare à 1020 Renens<br><br>Plus d'informations sur www.quai-ouest.ch/location/logements ainsi que chez Omnia Immobilier ou</p>"
